Date,Close/Last,Volume,Open,High,Low
12/22/2022,382.60,6463781,384.76,385.08,376.49
12/21/2022,387.88,3875517,385.13,389.16,384.44
12/20/2022,382.18,4451222,380.97,383.91,379.615
12/19/2022,381.74,4289680,385.26,385.56,380.01
12/16/2022,384.94,6667266,386.90,388.27,382.79
12/15/2022,389.70,5864080,394.34,395.245,387.88
12/14/2022,399.60,9398493,401.61,405.60,396.36
12/13/2022,402.01,5899668,410.33,410.44,399.13
12/12/2022,400.55,4998203,395.869,400.66,395.11
12/09/2022,395.01,3540520,396.64,399.34,394.85
12/08/2022,397.95,2484515,396.82,399.05,395.15
12/07/2022,394.85,4077994,394.42,397.32,393.62
12/06/2022,395.61,4232510,401.14,401.65,393.31
12/05/2022,401.35,4140985,405.73,406.72,399.93
12/02/2022,408.71,3624204,403.95,409.65,403.95
12/01/2022,409.15,5897931,410.68,411.94,406.53
11/30/2022,409.32,6014823,397.21,409.32,395.19
11/29/2022,397.01,4447838,397.76,399.03,395.00
11/28/2022,397.69,2508442,400.8301,402.56,396.8225
11/25/2022,404.09,1202538,403.61,404.69,403.33
11/23/2022,404.12,2267636,401.27,404.69,401.11
11/22/2022,401.72,3314591,398.33,401.81,396.88
11/21/2022,396.26,2302751,396.38,397.47,394.39
11/18/2022,397.78,2504927,399.44,399.50,394.73
11/17/2022,395.90,3341881,392.21,396.65,391.81
11/16/2022,397.24,4086712,398.45,399.45,396.49
11/15/2022,400.18,6157269,402.90,404.03,396.20
11/14/2022,396.81,6093933,398.36,401.905,396.58
11/11/2022,400.17,3746343,397.34,401.06,395.11
11/10/2022,396.35,4527284,389.63,396.70,387.27
11/09/2022,375.77,8459078,381.43,382.71,375.18
11/08/2022,383.60,3781161,382.68,386.68,379.2701
11/07/2022,381.53,3778154,379.27,382.14,377.08
11/04/2022,377.84,4572684,378.51,380.40,371.53
11/03/2022,372.57,3496775,372.94,375.69,370.31
11/02/2022,376.35,6806076,385.58,390.21,376.22
11/01/2022,386.25,7292193,391.77,392.00,384.95
10/31/2022,387.79,6355996,388.03,390.6897,386.86
10/28/2022,390.53,4090176,381.49,391.15,381.28
10/27/2022,381.58,4389160,384.70,386.59,380.91
10/26/2022,383.62,5089692,383.21,389.1853,382.97
10/25/2022,386.54,4968316,380.37,386.87,380.29
10/24/2022,380.43,4184650,377.47,381.62,374.6504
10/21/2022,375.81,4183647,366.62,376.3477,365.10
10/20/2022,366.95,4991420,369.52,374.17,366.135
10/19/2022,370.10,4855609,370.48,373.36,367.05
10/18/2022,372.55,6820752,376.69,376.96,369.08
10/17/2022,368.33,3907063,365.50,369.44,365.48
10/14/2022,359.09,5333543,370.04,371.73,358.43
10/13/2022,367.51,7341130,350.61,369.02,349.53
10/12/2022,357.98,4127599,359.67,361.25,357.77
10/11/2022,359.14,5748920,359.70,364.4896,357.17
10/10/2022,361.62,4113915,365.47,365.70,359.15
10/07/2022,364.33,4252809,370.47,370.78,362.42
10/06/2022,374.78,4463387,377.14,380.23,374.26
10/05/2022,378.52,5384491,374.88,381.00,372.46
10/04/2022,379.41,4489584,373.89,379.53,373.87
10/03/2022,368.14,5613443,362.55,370.07,360.67
09/30/2022,358.65,7337538,363.30,367.35,358.53
09/29/2022,364.37,5705464,368.34,368.56,361.18
09/28/2022,372.02,7013107,365.82,373.80,364.07
09/27/2022,364.93,10194730,369.53,371.93,362.35
09/26/2022,365.87,7292707,367.94,371.72,364.51
09/23/2022,371.42,6261161,373.98,374.02,366.695
09/22/2022,377.69,7497164,380.11,381.10,376.92
09/21/2022,380.91,7367046,389.72,392.93,380.90
09/20/2022,387.52,4101447,388.66,389.66,384.765
09/19/2022,392.13,2901217,385.80,392.17,385.76
09/16/2022,389.10,5107452,387.73,389.86,385.69
09/15/2022,392.07,4178125,395.06,398.03,390.82
09/14/2022,396.65,4272537,396.46,398.24,393.14
09/13/2022,395.14,5094885,403.94,405.21,394.01
09/12/2022,413.17,2797261,410.96,413.94,410.65
09/09/2022,408.76,2589182,404.80,409.67,404.65
09/08/2022,402.34,4018277,397.39,402.94,396.20
09/07/2022,399.82,6619517,392.42,400.67,392.28
09/06/2022,392.71,4866862,395.25,396.26,390.45
09/02/2022,394.28,4179488,402.38,403.6526,392.33
09/01/2022,398.54,4934115,394.90,398.82,392.06
08/31/2022,397.18,6263360,402.00,403.30,397.09
08/30/2022,400.19,5693746,405.98,406.205,398.10
08/29/2022,404.83,4601529,404.32,407.96,403.30
08/26/2022,407.28,5994509,421.70,422.16,407.28
08/25/2022,421.69,2383268,417.48,421.81,416.3526
08/24/2022,415.83,2673960,414.33,417.3199,413.58
08/23/2022,414.54,4201647,415.09,417.60,413.94
08/22/2022,415.46,5263526,419.28,419.39,414.58
08/19/2022,424.36,4063299,427.26,427.54,423.47
08/18/2022,430.05,2709938,429.14,430.89,427.78
08/17/2022,428.79,4063557,428.20,431.81,426.81
08/16/2022,432.04,3596597,430.05,434.0299,429.2399
08/15/2022,431.14,2596400,427.13,431.69,427.00
08/12/2022,429.25,4492585,424.30,429.48,423.28
08/11/2022,422.30,4909930,425.26,427.21,421.47
08/10/2022,422.15,3837163,421.01,422.36,418.97
08/09/2022,413.49,2491436,414.43,414.89,412.38
08/08/2022,415.23,4304661,417.50,419.84,414.00
08/05/2022,415.59,2971294,411.83,416.35,411.78
08/04/2022,416.32,4000158,416.57,417.26,414.65
08/03/2022,416.72,4612020,412.49,417.90,412.21
08/02/2022,410.32,4000308,411.27,415.15,408.95
08/01/2022,412.95,3757498,411.34,415.58,410.57
07/29/2022,414.28,4438456,409.83,415.20,408.92
07/28/2022,408.21,5250430,403.97,408.91,400.26
07/27/2022,403.09,4904500,396.45,404.98,396.18
07/26/2022,392.93,4115469,395.86,396.09,391.98
07/25/2022,397.65,3960308,397.82,398.55,395.29
07/22/2022,397.24,6173760,400.99,402.24,394.8049
07/21/2022,400.81,8258645,396.20,400.91,393.71
07/20/2022,396.76,4862317,394.45,398.31,393.09
07/19/2022,394.32,4683986,388.03,394.89,387.40
07/18/2022,384.00,3743632,390.36,391.05,382.65
07/15/2022,387.13,3959038,384.55,387.22,382.51
07/14/2022,379.88,4885943,375.55,380.49,372.97
07/13/2022,380.80,4665153,377.01,383.88,376.58
07/12/2022,382.76,3906578,385.70,388.15,380.96
07/11/2022,386.23,3601967,387.85,388.85,385.50
07/08/2022,390.68,3757204,389.26,392.64,387.67
07/07/2022,390.99,4786301,387.16,391.84,387.12
07/06/2022,385.28,4982831,384.11,387.855,381.59
07/05/2022,383.91,5097025,377.87,383.97,374.83
07/01/2022,383.09,5267694,378.52,383.64,375.77
06/30/2022,379.15,7321105,378.20,382.58,374.52
06/29/2022,382.34,3905792,383.17,384.22,380.40
06/28/2022,382.61,5630770,392.14,395.14,382.50
06/27/2022,390.58,7858253,393.04,393.359,389.41
06/24/2022,392.00,4803114,383.34,392.08,383.34
06/23/2022,380.13,7788956,378.58,380.763,374.77
06/22/2022,376.36,5115413,372.57,380.66,372.09
06/21/2022,377.01,6635828,373.74,378.45,373.63
06/17/2022,367.66,13277930,367.44,371.27,364.03
06/16/2022,366.99,10548880,370.83,371.2308,364.36
06/15/2022,379.46,9075766,377.69,384.24,372.44
06/14/2022,374.13,12557860,377.20,378.24,370.89
06/13/2022,375.13,13018360,380.17,382.15,373.63
06/10/2022,390.13,8654161,395.30,396.10,390.09
06/09/2022,401.99,3994407,409.79,412.15,401.89
06/08/2022,412.94,3379451,415.75,417.62,412.19
06/07/2022,417.46,4627465,409.84,418.04,409.40
06/06/2022,413.62,3028644,416.69,418.41,412.36
06/03/2022,412.38,4039087,414.21,415.84,411.32
06/02/2022,419.26,4391475,411.25,419.29,408.84
06/01/2022,411.51,6646235,416.99,418.05,408.75
05/31/2022,414.87,5773919,415.36,418.30,411.83
05/27/2022,417.25,4078714,409.71,417.25,409.49
05/26/2022,407.06,4283403,400.43,408.80,400.20
05/25/2022,399.25,5610230,394.03,401.16,393.61
05/24/2022,395.75,5415836,394.21,396.79,388.63
05/23/2022,398.61,4936456,394.57,399.42,392.0795
05/20/2022,391.30,7447986,394.91,395.49,382.17
05/19/2022,391.10,7168694,390.17,395.74,388.74
05/18/2022,393.56,6217210,405.24,405.50,392.25
05/17/2022,410.03,5230360,408.24,410.33,404.33
05/16/2022,401.71,4944505,401.69,405.735,399.32
05/13/2022,403.41,5360433,398.38,404.88,397.34
05/12/2022,393.81,7557400,391.03,397.45,386.78
05/11/2022,394.39,8473070,399.78,405.69,393.62
05/10/2022,400.71,10355160,406.205,407.76,396.51
05/09/2022,399.92,8724176,406.80,408.09,398.28
05/06/2022,413.21,8978530,412.87,416.55,407.48
05/05/2022,415.45,11436760,426.35,426.43,411.20
05/04/2022,430.74,9572616,418.87,431.50,415.48
05/03/2022,418.15,7359727,416.82,420.73,415.155
05/02/2022,416.22,9393923,413.62,417.68,406.80
04/29/2022,413.56,8744840,425.48,427.68,412.98
04/28/2022,429.68,5565438,424.10,431.48,419.4262
04/27/2022,419.15,9798339,418.94,424.73,416.82
04/26/2022,417.89,9574292,427.70,427.87,417.84
04/25/2022,430.42,7913069,425.465,430.53,420.64
04/22/2022,427.78,7928902,438.80,439.09,427.30
04/21/2022,440.09,5260071,450.56,451.97,439.02
04/20/2022,446.56,4293898,448.88,449.50,445.41
04/19/2022,446.96,5184906,439.75,447.73,439.58
04/18/2022,439.86,4631471,438.71,441.64,437.53
04/14/2022,439.70,4410031,445.44,446.65,439.57
04/13/2022,445.20,7292474,440.05,445.98,439.74
04/12/2022,440.05,5272471,445.05,447.65,438.56
04/11/2022,441.74,4955008,446.02,446.89,441.30
04/08/2022,449.51,4962820,449.97,452.56,447.91
04/07/2022,450.71,5313245,447.54,452.62,445.45
04/06/2022,448.49,6035483,448.79,450.88,445.42
04/05/2022,452.89,4425567,457.24,459.79,451.82
04/04/2022,458.80,4052062,455.18,458.91,454.24
04/01/2022,454.79,5257398,455.26,455.42,451.08
03/31/2022,453.69,6553420,459.91,460.72,453.47
03/30/2022,460.79,5738719,462.51,463.165,458.44
03/29/2022,463.67,5716765,462.01,464.05,458.05
03/28/2022,457.83,4230256,453.95,457.86,452.00
03/25/2022,454.64,6909810,453.10,454.95,450.36
03/24/2022,452.36,3491547,447.79,452.39,446.65
03/23/2022,447.39,5558013,450.36,451.8669,447.12
03/22/2022,453.07,5356410,449.22,453.96,449.22
03/21/2022,447.61,5679114,447.72,449.83,444.02
03/18/2022,447.70,5275998,441.36,448.24,440.56
03/17/2022,442.96,6514538,435.44,443.08,435.14
03/16/2022,437.52,7961704,431.93,437.59,426.67
03/15/2022,428.04,7882559,421.54,428.68,420.24
03/14/2022,418.82,8925111,422.90,426.36,417.60
03/11/2022,422.01,11299750,430.05,430.63,421.36
03/10/2022,427.34,8046606,424.37,428.26,422.26
03/09/2022,429.31,7702996,427.04,431.37,424.66
03/08/2022,418.06,14798490,421.43,429.00,416.91
03/07/2022,421.20,8790069,433.44,433.69,421.19
03/04/2022,433.95,8081127,433.75,435.26,429.74
03/03/2022,437.69,9926991,442.44,443.03,435.76
03/02/2022,439.80,8947176,434.31,441.47,433.47
03/01/2022,431.92,14288670,437.00,439.09,429.09
02/28/2022,438.72,11173980,433.93,440.12,432.60
02/25/2022,439.61,9651438,431.44,439.77,429.755
02/24/2022,430.14,19259910,412.80,430.61,412.40
02/23/2022,423.48,11345140,434.48,435.15,423.17
02/22/2022,431.34,9938952,433.75,437.40,427.71
02/18/2022,436.07,8059103,439.34,440.5889,433.7209
02/17/2022,439.10,6435610,445.18,445.72,438.35
02/16/2022,448.51,6315625,445.76,450.01,443.89
02/15/2022,448.00,6723904,445.64,448.24,445.125
02/14/2022,440.91,8248990,441.88,443.53,437.26
02/11/2022,442.35,9437106,451.34,453.57,440.88
02/10/2022,451.38,7475989,453.39,459.72,449.20
02/09/2022,459.50,7144620,457.26,459.81,457.03
02/08/2022,452.82,4955481,448.71,453.88,447.18
02/07/2022,449.25,6353159,451.51,452.97,447.82
02/04/2022,450.85,7109011,448.24,454.77,445.80
02/03/2022,448.60,7835239,452.92,454.95,447.68
02/02/2022,459.26,8744102,457.57,460.14,455.04
02/01/2022,454.89,8777837,452.69,455.59,448.89
01/31/2022,451.77,8537705,443.11,452.24,441.77
01/28/2022,443.75,13069650,434.64,443.88,429.68
01/27/2022,433.16,17535980,440.19,443.50,431.33
01/26/2022,435.43,14881710,442.71,446.07,430.76
01/25/2022,436.44,14719980,434.99,441.63,429.0111
01/24/2022,441.52,18261080,433.95,442.32,422.56
01/21/2022,439.98,13981010,447.58,450.01,439.87
01/20/2022,448.72,8907315,455.74,460.75,448.21
01/19/2022,453.76,6260823,460.00,461.60,453.43
01/18/2022,458.50,9690260,461.70,461.94,457.33
01/14/2022,466.75,9652985,463.14,467.08,461.90
01/13/2022,466.59,5351101,474.22,474.92,465.49
01/12/2022,473.08,8938621,473.73,475.26,470.971
01/11/2022,471.83,7552015,467.26,471.90,464.05
01/10/2022,467.22,8975938,464.69,467.78,458.59
01/07/2022,468.10,7673579,470.02,471.25,466.67
01/06/2022,469.98,5959067,469.95,472.85,467.48
01/05/2022,470.33,7211395,479.27,480.03,470.29
01/04/2022,479.68,5452002,481.37,482.07,477.66
01/03/2022,479.84,5560279,478.38,479.90,475.91
12/31/2021,476.99,3980115,477.66,478.93,476.75
12/30/2021,478.18,4030624,480.04,481.09,477.76
12/29/2021,479.53,3312068,479.08,480.64,478.00
12/28/2021,479.03,4267035,479.84,480.90,478.12
12/27/2021,479.40,4130415,474.08,479.40,474.08
12/23/2021,472.63,4368755,470.82,474.23,470.71
12/22/2021,469.75,4833165,464.80,469.87,464.65
12/21/2021,465.06,6333021,460.57,465.24,458.32
12/20/2021,456.92,7001076,456.46,457.40,453.10
12/17/2021,462.11,8429484,463.52,466.73,460.06
12/16/2021,466.74,7865884,472.96,473.28,465.17
12/15/2021,471.06,7050750,463.83,471.27,461.14
12/14/2021,463.77,10305910,463.48,466.12,460.61
12/13/2021,467.07,8930014,470.66,470.94,466.71
12/10/2021,472.74,5628150,471.14,472.81,468.42
12/09/2021,468.25,5550894,470.05,471.00,468.04
12/08/2021,471.43,4992022,470.595,471.90,468.71
12/07/2021,470.19,6658955,466.28,470.75,466.23
12/06/2021,460.62,6552876,458.01,462.62,455.38
12/03/2021,455.14,9924053,460.96,462.09,450.74
12/02/2021,459.26,10040860,452.52,460.88,452.11
12/01/2021,452.29,7944973,463.45,466.51,452.07
11/30/2021,457.63,9778430,463.91,465.88,457.13
11/29/2021,466.50,5482977,465.91,468.4242,463.60
11/26/2021,460.62,7263781,464.23,465.73,459.60
11/24/2021,471.28,4664109,468.01,471.47,467.05
11/23/2021,470.06,8485547,469.19,470.95,466.31
11/22/2021,469.41,4286297,472.73,475.50,469.24
11/19/2021,470.82,3349764,471.45,472.82,470.40
11/18/2021,471.59,2912781,471.14,471.90,468.27
11/17/2021,470.04,4846134,470.92,471.08,469.3407
11/16/2021,471.15,3959241,469.06,472.38,468.97
11/15/2021,469.28,2947076,470.59,470.68,468.12
11/12/2021,469.16,2710648,467.03,469.72,465.97
11/11/2021,465.73,3459950,467.07,467.12,465.61
11/10/2021,465.54,4230342,467.47,469.25,463.88
11/09/2021,469.25,3518981,471.22,471.44,467.74
11/08/2021,470.89,2962977,471.57,472.10,470.08
11/05/2021,470.40,4361065,471.18,472.54,468.79
11/04/2021,468.75,3039933,467.21,468.86,466.84
11/03/2021,466.61,2916130,463.14,466.97,462.68
11/02/2021,463.76,3282790,462.08,464.05,461.92
11/01/2021,461.94,2914779,462.13,462.5199,460.02
10/29/2021,460.99,4175289,457.70,461.39,457.38
10/28/2021,460.12,2464664,457.29,460.20,457.27
10/27/2021,455.74,2507097,458.26,458.95,455.67
10/26/2021,457.78,2550487,458.98,460.29,457.38
10/25/2021,457.26,2065687,456.07,457.70,454.17
10/22/2021,454.88,3756671,455.00,456.46,452.83
10/21/2021,455.43,4878919,453.55,455.64,453.10
10/20/2021,454.25,2735756,452.87,454.52,452.78
10/19/2021,452.51,2727783,450.73,452.51,450.06
10/18/2021,448.98,2692867,445.72,449.29,445.00
10/15/2021,447.68,3719979,446.55,448.00,445.84
10/14/2021,444.27,3594825,440.83,444.39,440.29
10/13/2021,436.79,5344307,436.37,437.74,433.23
10/12/2021,435.24,4986674,437.39,437.77,434.475
10/11/2021,436.34,2829041,438.855,441.97,436.31
10/08/2021,439.62,3056545,441.19,441.59,438.92
10/07/2021,440.27,4110916,440.13,443.39,439.90
10/06/2021,436.65,5125737,430.98,436.82,429.21
10/05/2021,434.80,4738521,431.97,437.17,431.09
10/04/2021,430.29,7910955,434.69,435.61,428.005
10/01/2021,435.95,6784032,432.70,437.729,428.935
09/30/2021,430.82,7705340,437.70,438.47,430.60
09/29/2021,436.22,4173879,436.89,438.73,435.55
09/28/2021,435.47,7588746,441.43,441.75,434.64
09/27/2021,444.34,3175881,444.54,445.77,443.61
09/24/2021,445.74,3434998,443.16,446.40,442.93
09/23/2021,446.58,4244537,443.25,448.29,442.98
09/22/2021,441.29,4928968,439.46,443.41,438.42
09/21/2021,436.98,6327275,439.89,441.25,436.415
09/20/2021,437.23,10006460,438.26,439.89,432.17
09/17/2021,444.73,4722837,448.37,448.78,444.42
09/16/2021,449.06,2269307,449.32,450.34,446.01
09/15/2021,449.90,5473602,446.60,450.39,445.45
09/14/2021,446.19,3663664,450.08,450.32,445.20
09/13/2021,448.58,3007399,450.68,450.93,446.09
09/10/2021,447.54,3024045,453.06,453.51,447.30
09/09/2021,450.98,3851597,452.69,454.58,450.73
09/08/2021,453.00,4076761,452.90,453.68,450.87
09/07/2021,453.60,2436679,454.75,454.83,452.76
09/03/2021,455.07,2622216,454.12,455.65,453.58
09/02/2021,455.27,2696552,455.35,456.08,453.96
09/01/2021,453.91,3788429,454.55,455.14,453.58
08/31/2021,453.71,3277946,454.19,454.51,452.95
08/30/2021,454.20,2433044,453.05,455.09,452.72
08/27/2021,452.19,4033875,449.07,452.65,449.06
08/26/2021,448.25,3621782,450.69,450.84,448.15
08/25/2021,450.91,3255278,450.17,451.45,449.75
08/24/2021,449.97,2899040,449.96,450.52,449.42
08/23/2021,449.19,4093684,447.12,450.21,447.11
08/20/2021,445.31,4661022,442.14,445.66,441.66
08/19/2021,441.79,4817157,438.19,443.05,438.03
08/18/2021,441.14,5144189,444.88,446.56,440.87
08/17/2021,445.95,7122916,446.15,446.91,442.78
08/16/2021,449.00,3332987,446.56,449.07,444.83
08/13/2021,447.85,2944500,447.54,447.88,447.04
08/12/2021,446.72,4714603,445.60,447.21,444.63
08/11/2021,445.68,3294062,445.78,445.84,444.57
08/10/2021,444.63,2650391,444.55,445.39,443.82
08/09/2021,444.11,1690110,444.42,444.72,443.24
08/06/2021,444.42,2660324,444.04,444.87,443.76
08/05/2021,443.65,2741165,442.14,443.78,441.83
08/04/2021,440.91,3126035,441.72,442.32,440.64
08/03/2021,443.02,3191813,440.32,443.17,438.01
08/02/2021,439.51,3485705,442.28,442.86,439.15
07/30/2021,440.40,2730705,439.82,441.98,439.71
07/29/2021,442.64,3626670,441.74,443.7161,441.72
07/28/2021,440.68,4454734,441.62,442.23,439.23
07/27/2021,440.92,4245792,441.83,441.87,437.89
07/26/2021,442.94,3114728,441.27,442.94,441.18
07/23/2021,441.76,4094139,439.42,442.20,438.71
07/22/2021,437.45,3918121,436.63,437.61,435.59
07/21/2021,436.50,4581692,434.21,436.58,434.04
07/20/2021,432.99,8433240,427.58,434.28,426.69
07/19/2021,426.80,10288400,428.04,428.55,423.81
07/16/2021,433.27,4009528,437.87,437.96,432.7975
07/15/2021,436.57,3978874,436.68,437.41,434.60
07/14/2021,438.07,3996376,439.30,439.81,436.80
07/13/2021,437.49,4525392,438.15,439.75,437.00
07/12/2021,439.03,4879913,437.31,439.27,436.86
07/09/2021,437.41,4312131,434.42,437.70,434.18
07/08/2021,432.81,6456939,430.65,433.60,429.39
07/07/2021,436.31,4430929,435.57,436.62,433.41
07/06/2021,434.53,4966668,435.67,435.87,431.87
07/02/2021,435.64,3920033,433.54,435.975,433.20
07/01/2021,432.35,3655423,430.71,432.47,430.66
06/30/2021,429.92,6888465,429.06,430.6186,429.05
06/29/2021,429.54,3324631,429.76,430.3792,428.98
06/28/2021,429.35,4015321,429.04,429.49,427.72
06/25/2021,428.44,4171497,427.76,428.91,427.40
06/24/2021,426.87,4817492,426.69,427.38,426.44
06/23/2021,424.41,2744107,424.97,425.86,424.33
06/22/2021,424.66,4447785,422.67,425.79,421.89
06/21/2021,422.65,4110960,418.62,422.87,417.73
06/18/2021,416.77,7290719,418.97,419.61,416.48
06/17/2021,422.45,4336299,422.08,423.44,419.75
06/16/2021,422.58,4771789,425.12,425.28,420.31
06/15/2021,424.93,4528505,425.90,425.94,423.9988
06/14/2021,425.76,2158829,424.92,425.78,423.54
06/11/2021,424.74,2166721,424.68,424.84,423.26
06/10/2021,424.04,3075660,423.42,425.04,421.99
06/09/2021,423.22,3653797,424.85,424.92,423.04
06/08/2021,423.90,3667239,424.82,424.88,421.98
06/07/2021,423.88,4254704,424.25,424.43,422.86
06/04/2021,424.24,2586325,422.37,424.56,422.32
06/03/2021,420.41,3140768,419.52,421.63,417.90
06/02/2021,422.02,2669653,421.96,422.86,420.93
06/01/2021,421.32,3739579,424.24,424.36,420.82
05/28/2021,421.65,3280948,422.65,422.89,421.45
05/27/2021,420.85,3719393,421.78,422.32,420.76
05/26/2021,420.63,3000849,420.47,421.21,419.37
05/25/2021,419.86,4238459,421.96,422.33,419.22
05/24/2021,420.77,2731990,418.93,421.94,418.69
05/21/2021,416.58,4147943,418.51,419.81,416.04
05/20/2021,416.82,3770406,413.37,418.20,413.26
05/19/2021,412.46,5670938,408.46,412.60,406.89
05/18/2021,413.58,3348448,417.39,417.63,413.35
05/17/2021,417.17,2982447,416.99,417.94,414.96
05/14/2021,418.17,3587732,414.7573,419.07,414.7573
05/13/2021,411.81,6960179,408.61,413.9012,408.58
05/12/2021,406.98,7589026,412.79,414.14,406.34
05/11/2021,415.87,10330810,414.68,416.84,411.61
05/10/2021,419.61,4645850,424.15,424.34,419.43
05/07/2021,423.73,4680035,421.51,424.43,420.77
